country,ccode,year,lau,launame,urban_area_type,NUTS3CODE,ed_isced_6to8,ed_isced_3to5,ed_isced_0to2,ed_isced_6to8_m,ed_isced_3to5_m,ed_isced_0to2_m,ed_isced_6to8_f,ed_isced_3to5_f,ed_isced_0to2_f,ed_isced_6to8_pc,ed_isced_3to5_pc,ed_isced_0to2_pc,ed_isced_6to8_m_pc,ed_isced_3to5_m_pc,ed_isced_0to2_m_pc,ed_isced_6to8_f_pc,ed_isced_3to5_f_pc,ed_isced_0to2_f_pc,ed_isced_0to2_f_15to24,ed_isced_0to2_f_25to34,ed_isced_0to2_f_35to44,ed_isced_0to2_f_45to54,ed_isced_0to2_f_55to64,ed_isced_0to2_f_65plus,ed_isced_0to2_m_15to24,ed_isced_0to2_m_25to34,ed_isced_0to2_m_35to44,ed_isced_0to2_m_45to54,ed_isced_0to2_m_55to64,ed_isced_0to2_m_65plus,ed_isced_0to2_15to24,ed_isced_0to2_25to34,ed_isced_0to2_35to44,ed_isced_0to2_45to54,ed_isced_0to2_55to64,ed_isced_0to2_65plus,ed_isced_3to5_f_15to24,ed_isced_3to5_f_25to34,ed_isced_3to5_f_35to44,ed_isced_3to5_f_45to54,ed_isced_3to5_f_55to64,ed_isced_3to5_f_65plus,ed_isced_3to5_m_15to24,ed_isced_3to5_m_25to34,ed_isced_3to5_m_35to44,ed_isced_3to5_m_45to54,ed_isced_3to5_m_55to64,ed_isced_3to5_m_65plus,ed_isced_3to5_15to24,ed_isced_3to5_25to34,ed_isced_3to5_35to44,ed_isced_3to5_45to54,ed_isced_3to5_55to64,ed_isced_3to5_65plus,ed_isced_6to8_f_15to24,ed_isced_6to8_f_25to34,ed_isced_6to8_f_35to44,ed_isced_6to8_f_45to54,ed_isced_6to8_f_55to64,ed_isced_6to8_f_65plus,ed_isced_6to8_m_15to24,ed_isced_6to8_m_25to34,ed_isced_6to8_m_35to44,ed_isced_6to8_m_45to54,ed_isced_6to8_m_55to64,ed_isced_6to8_m_65plus,ed_isced_6to8_15to24,ed_isced_6to8_25to34,ed_isced_6to8_35to44,ed_isced_6to8_45to54,ed_isced_6to8_55to64,ed_isced_6to8_65plus,ed_isced_0to2_f_15to24_pc,ed_isced_3to5_f_15to24_pc,ed_isced_6to8_f_15to24_pc,ed_isced_0to2_m_15to24_pc,ed_isced_3to5_m_15to24_pc,ed_isced_6to8_m_15to24_pc,ed_isced_0to2_15to24_pc,ed_isced_3to5_15to24_pc,ed_isced_6to8_15to24_pc,ed_isced_0to2_f_25to34_pc,ed_isced_3to5_f_25to34_pc,ed_isced_6to8_f_25to34_pc,ed_isced_0to2_m_25to34_pc,ed_isced_3to5_m_25to34_pc,ed_isced_6to8_m_25to34_pc,ed_isced_0to2_25to34_pc,ed_isced_3to5_25to34_pc,ed_isced_6to8_25to34_pc,ed_isced_0to2_f_35to44_pc,ed_isced_3to5_f_35to44_pc,ed_isced_6to8_f_35to44_pc,ed_isced_0to2_m_35to44_pc,ed_isced_3to5_m_35to44_pc,ed_isced_6to8_m_35to44_pc,ed_isced_0to2_35to44_pc,ed_isced_3to5_35to44_pc,ed_isced_6to8_35to44_pc,ed_isced_0to2_f_45to54_pc,ed_isced_3to5_f_45to54_pc,ed_isced_6to8_f_45to54_pc,ed_isced_0to2_m_45to54_pc,ed_isced_3to5_m_45to54_pc,ed_isced_6to8_m_45to54_pc,ed_isced_0to2_45to54_pc,ed_isced_3to5_45to54_pc,ed_isced_6to8_45to54_pc,ed_isced_0to2_f_55to64_pc,ed_isced_3to5_f_55to64_pc,ed_isced_6to8_f_55to64_pc,ed_isced_0to2_m_55to64_pc,ed_isced_3to5_m_55to64_pc,ed_isced_6to8_m_55to64_pc,ed_isced_0to2_55to64_pc,ed_isced_3to5_55to64_pc,ed_isced_6to8_55to64_pc,ed_isced_0to2_f_65plus_pc,ed_isced_3to5_f_65plus_pc,ed_isced_6to8_f_65plus_pc,ed_isced_0to2_m_65plus_pc,ed_isced_3to5_m_65plus_pc,ed_isced_6to8_m_65plus_pc,ed_isced_0to2_65plus_pc,ed_isced_3to5_65plus_pc,ed_isced_6to8_65plus_pc,ed_isced_0to2_m_25plus,ed_isced_0to2_f_25plus,ed_isced_6to8_m_25plus,ed_isced_3to5_m_25plus,ed_isced_6to8_f_25plus,ed_isced_3to5_f_25plus,ed_isced_0to2_25plus,ed_isced_3to5_25plus,ed_isced_6to8_25plus,ed_isced_0to2_f_25plus_pc,ed_isced_3to5_f_25plus_pc,ed_isced_6to8_f_25plus_pc,ed_isced_0to2_m_25plus_pc,ed_isced_3to5_m_25plus_pc,ed_isced_6to8_m_25plus_pc,ed_isced_0to2_25plus_pc,ed_isced_3to5_25plus_pc,ed_isced_6to8_25plus_pc,ed_isced_6to8_m_45to64,ed_isced_3to5_m_45to64,ed_isced_0to2_m_45to64,ed_isced_6to8_f_45to64,ed_isced_3to5_f_45to64,ed_isced_0to2_f_45to64,ed_isced_0to2_45to64,ed_isced_3to5_45to64,ed_isced_6to8_45to64,ed_isced_0to2_m_45to64_pc,ed_isced_0to2_f_45to64_pc,ed_isced_3to5_m_45to64_pc,ed_isced_3to5_f_45to64_pc,ed_isced_6to8_m_45to64_pc,ed_isced_6to8_f_45to64_pc,ed_isced_0to2_45to64_pc,ed_isced_3to5_45to64_pc,ed_isced_6to8_45to64_pc,pop_density_km_sq,population,population_15plus,population_0to14,population_15to64,population_65plus,population_m,population_m_15plus,population_m_0to14,population_m_15to64,population_m_65plus,population_f,population_f_15plus,population_f_0to14,population_f_15to64,population_f_65plus,population_under15,population_m_15to24,population_m_25to34,population_m_35to44,population_m_45to54,population_m_55to64,population_f_15to24,population_f_25to34,population_f_35to44,population_f_45to54,population_f_55to64,population_15to24,population_25to34,population_35to44,population_45to54,population_55to64,population_m_25plus,population_f_25plus,population_25plus,population_m_45to64,population_f_45to64,population_45to64,fuacode,fuaname,area_km_sq
Portugal,620,2011,110902,Mafra,Outskirts of Major City,PT170,9924,12607,39789,3887,6178,20048,6037,6429,19741,15.924262,20.229462,63.846279,12.908047,20.516056,66.575897,18.744371,19.961498,61.294128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.93051,76685,62320,14365,,11344,37317,30113,7204,,5003,39368,32207,7161,,6341,,3827,5514,7038,5022,3709,3699,6093,7051,5025,3998,7526,11607,14089,10047,7707,,,,,,,PT001,Lisboa,291.6549987792969
Portugal,620,2011,111002,Oeiras,Major City and Close Suburbs,PT170,44690,32440,68431,19561,16296,30597,25129,16144,37834,30.701904,22.28619,47.011906,29.435398,24.522226,46.042374,31.765837,20.407803,47.826363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3751.2725,172120,145561,26559,,32969,80137,66454,13683,,13722,91983,79107,12876,,19247,,8463,11158,12786,10006,10319,8070,12102,14317,12072,13299,16533,23260,27103,22078,23618,,,,,,,PT001,Lisboa,45.88309860229492
Portugal,620,2011,111102,Sintra,Major City and Close Suburbs,PT170,42200,70910,198092,16612,33696,96407,25588,37214,101685,13.560324,22.785843,63.653831,11.322633,22.966976,65.710388,15.556245,22.624281,61.819473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183.593,377835,311202,66633,,51657,180705,146715,33990,,21990,197130,164487,32643,,29667,,22027,25882,31776,25494,19546,21864,27970,34851,27608,22527,43891,53852,66627,53102,42073,,,,,,,PT001,Lisboa,319.2271118164063
Portugal,620,2011,111201,Sobral de Monte Agraço,Outskirts of Major City,PT16B,831,1413,6222,320,672,3145,511,741,3077,9.8157339,16.69029,73.493973,7.7350736,16.243654,76.021271,11.804111,17.117117,71.078773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.92085,10156,8466,1690,,1823,5003,4137,866,,797,5153,4329,824,,1026,,523,679,882,684,572,476,708,823,700,596,999,1387,1705,1384,1168,,,,,,,PT001,Lisboa,52.10319900512695
Portugal,620,2011,111306,Torres Vedras,Rural and Towns,PT16B,7624,10799,48901,2838,4950,24425,4786,5849,24476,11.324342,16.040342,72.635315,8.8101082,15.366467,75.823425,13.631056,16.658598,69.71035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1743,79465,67324,12141,,15538,38368,32213,6155,,6786,41097,35111,5986,,8752,,4277,5263,6090,5326,4471,4059,5342,6459,5664,4835,8336,10605,12549,10990,9306,,,,,,,,,407.1488952636719
Portugal,620,2011,111408,Vila Franca de Xira,Metropolitan Area,PT170,15495,25634,72243,5681,12502,35778,9814,13132,36465,13.667396,22.610521,63.722084,10.527974,23.168585,66.303444,16.518826,22.103651,61.377522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.1965,136886,113372,23514,,18493,65808,53961,11847,,8053,71078,59411,11667,,10440,,7040,10850,11168,8918,7932,7150,11551,11759,9953,8558,14190,22401,22927,18871,16490,,,,,,,PT508,Vila Franca de Xira,318.1941223144531
Portugal,620,2011,111512,Amadora,Major City and Close Suburbs,PT170,22261,30067,96905,8894,14759,45533,13367,15308,51372,14.916942,20.147688,64.935371,12.855202,21.33235,65.812447,16.69894,19.123764,64.177299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7363.3584,175136,149233,25903,,32742,82342,69186,13156,,13774,92794,80047,12747,,18968,,9731,12321,12259,10651,10450,9745,13175,12999,12459,12701,19476,25496,25258,23110,23151,,,,,,,PT001,Lisboa,23.78479957580566
Portugal,620,2011,111603,Odivelas,Major City and Close Suburbs,PT170,19424,25058,78155,7534,12524,37584,11890,12534,40571,15.838614,20.432659,63.728729,13.070331,21.727213,65.202454,18.293715,19.284561,62.421726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5445.7192,144549,122637,21912,,23501,68817,57642,11175,,10050,75732,64995,10737,,13451,,7655,11492,10937,8772,8736,7715,12157,11407,9986,10279,15370,23649,22344,18758,19015,,,,,,,PT001,Lisboa,26.54360008239746
Portugal,620,2011,120101,Alter do Chão,Rural and Towns,PT186,232,408,2538,105,201,1193,127,207,1345,7.300189,12.838264,79.861549,7.0046697,13.408939,79.586388,7.5640264,12.328767,80.107208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8379793,3562,3178,384,,1189,1680,1499,181,,492,1882,1679,203,,697,,169,189,191,227,231,148,173,188,240,233,317,362,379,467,464,,,,,,,,,362.0662231445313
Portugal,620,2011,120201,Arronches,Rural and Towns,PT186,193,343,2297,76,170,1112,117,173,1185,6.8125663,12.107306,81.080124,5.5964656,12.51841,81.885124,7.9322033,11.728813,80.338982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.058886,3165,2833,332,,1069,1535,1358,177,,452,1630,1475,155,,617,,158,168,207,212,161,128,153,205,195,177,286,321,412,407,338,,,,,,,,,314.6471862792969
Portugal,620,2011,120302,Avis,Rural and Towns,PT186,259,502,3291,94,262,1580,165,240,1711,6.3919053,12.388944,81.219154,4.855372,13.533058,81.611572,7.7977314,11.342155,80.860115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5433383,4571,4052,519,,1406,2178,1936,242,,633,2393,2116,277,,773,,226,240,273,294,270,255,208,284,274,322,481,448,557,568,592,,,,,,,,,605.9651489257813
Portugal,620,2011,120401,Campo Maior,Rural and Towns,PT186,613,1189,5338,239,541,2647,374,648,2691,8.585434,16.65266,74.761902,6.9740295,15.786402,77.239571,10.072718,17.452194,72.47509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.206898,8456,7140,1316,,1832,4098,3427,671,,785,4358,3713,645,,1047,,481,587,617,491,466,446,564,604,541,511,927,1151,1221,1032,977,,,,,,,,,247.2015991210938
Portugal,620,2011,120501,Castelo de Vide,Rural and Towns,PT186,287,408,2368,112,181,1146,175,227,1222,9.3698988,13.320274,77.30983,7.7831826,12.578179,79.638641,10.775862,13.977833,75.246307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.860854,3407,3063,344,,1129,1629,1439,190,,485,1778,1624,154,,644,,149,164,200,214,227,160,152,227,233,208,309,316,427,447,435,,,,,,,,,264.9124145507813
Portugal,620,2011,120601,Crato,Rural and Towns,PT186,193,330,2834,57,168,1324,136,162,1510,5.7491808,9.8302059,84.420616,3.6797934,10.845707,85.474503,7.5221238,8.9601774,83.5177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.31497,3708,3357,351,,1303,1725,1549,176,,543,1983,1808,175,,760,,132,164,216,241,253,134,172,217,234,291,266,336,433,475,544,,,,,,,,,398.0689086914063
Portugal,620,2011,120706,Elvas,Rural and Towns,PT186,1892,3358,14257,740,1605,6940,1152,1753,7317,9.6990824,17.214333,73.086586,7.9698439,17.285946,74.744209,11.269811,17.149286,71.580902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.556973,23078,19507,3571,,5103,11092,9285,1807,,2201,11986,10222,1764,,2902,,1319,1406,1552,1589,1218,1303,1426,1639,1688,1264,2622,2832,3191,3277,2482,,,,,,,,,631.28857421875
Portugal,620,2011,120801,Fronteira,Rural and Towns,PT186,235,386,2351,93,192,1113,142,194,1238,7.9071331,12.987887,79.10498,6.6523604,13.733906,79.613731,9.0216007,12.325286,78.653114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.71704,3410,2972,438,,960,1627,1398,229,,387,1783,1574,209,,573,,175,182,200,248,206,148,191,205,231,226,323,373,405,479,432,,,,,,,,,248.5959014892578
Portugal,620,2011,120902,Gavião,Rural and Towns,PT186,145,322,3307,50,147,1561,95,175,1746,3.8420773,8.5320616,87.625862,2.844141,8.3617744,88.794083,4.7123017,8.6805553,86.60714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.02606,4132,3774,358,,1685,1951,1758,193,,695,2181,2016,165,,990,,158,167,247,262,229,146,153,229,250,248,304,320,476,512,477,,,,,,,,,294.594482421875
Portugal,620,2011,121001,Marvão,Rural and Towns,PT186,229,348,2602,100,155,1289,129,193,1313,7.2035232,10.946838,81.84964,6.4766841,10.03886,83.484459,7.8899083,11.804281,80.305809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.672838,3512,3179,333,,1160,1720,1544,176,,522,1792,1635,157,,638,,150,169,204,257,242,144,161,209,232,251,294,330,413,489,493,,,,,,,,,154.8990020751953
Portugal,620,2011,121101,Monforte,Rural and Towns,PT186,179,350,2311,68,166,1077,111,184,1234,6.3028169,12.323944,81.373238,5.1868801,12.66209,82.151031,7.2596469,12.034009,80.706345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9215093,3329,2840,489,,955,1553,1311,242,,420,1776,1529,247,,535,,139,187,200,193,172,186,206,200,222,180,325,393,400,415,352,,,,,,,,,420.2481994628906
Portugal,620,2011,121201,Nisa,Rural and Towns,PT186,466,779,5500,171,397,2626,295,382,2874,6.9088216,11.549295,81.541885,5.3537884,12.429556,82.21666,8.307519,10.757533,80.934944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.941253,7450,6745,705,,2826,3537,3194,343,,1163,3913,3551,362,,1663,,267,345,415,490,514,262,294,392,430,510,529,639,807,920,1024,,,,,,,,,575.6784057617188
Portugal,620,2011,121301,Ponte de Sor,Rural and Towns,PT186,1089,2045,11475,360,989,5660,729,1056,5815,7.454309,13.99822,78.54747,5.1362534,14.11043,80.753319,9.5921049,13.894737,76.513161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.91398,16722,14609,2113,,4246,8085,7009,1076,,1802,8637,7600,1037,,2444,,894,955,1061,1289,1008,819,924,1117,1238,1058,1713,1879,2178,2527,2066,,,,,,,,,839.7116088867188
Portugal,620,2011,121401,Portalegre,Rural and Towns,PT186,3556,3452,14672,1335,1701,7320,2221,1751,7352,16.402214,15.922509,67.675278,12.891078,16.425261,70.683662,19.613211,15.462734,64.924057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.754787,24930,21680,3250,,5813,11971,10356,1615,,2528,12959,11324,1635,,3285,,1264,1600,1686,1705,1573,1102,1588,1790,1837,1722,2366,3188,3476,3542,3295,,,,,,,,,447.1365051269531
Portugal,620,2011,121501,Sousel,Rural and Towns,PT186,305,540,3587,97,244,1695,208,296,1892,6.8817692,12.184115,80.934113,4.7642436,11.984282,83.251472,8.6811352,12.353923,78.964943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.165421,5074,4432,642,,1582,2376,2036,340,,642,2698,2396,302,,940,,227,257,337,292,281,233,292,311,303,317,460,549,648,595,598,,,,,,,,,279.3218994140625
Portugal,620,2011,130103,Amarante,Rural and Towns,PT11C,4017,6052,37158,1418,2919,18086,2599,3133,19072,8.5057278,12.814703,78.679565,6.323864,13.017883,80.658249,10.478148,12.631027,76.890823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.71808,56264,47227,9037,,9071,26968,22423,4545,,3850,29296,24804,4492,,5221,,3542,3551,4234,4095,3151,3541,3820,4490,4444,3288,7083,7371,8724,8539,6439,,,,,,,,,301.331298828125
Portugal,620,2011,130204,Baião,Rural and Towns,PT11C,749,1716,14945,243,772,7218,506,944,7727,4.302125,9.8564043,85.841469,2.9515364,9.3768978,87.671562,5.5137844,10.286586,84.199631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.58559,20522,17410,3112,,3834,9811,8233,1578,,1570,10711,9177,1534,,2264,,1316,1296,1479,1488,1084,1339,1293,1593,1503,1185,2655,2589,3072,2991,2269,,,,,,,,,174.5281982421875
Portugal,620,2011,130301,Felgueiras,Medium Sized Areas,PT11C,2862,6035,39201,940,2747,19290,1922,3288,19911,5.9503512,12.547299,81.50235,4.0910478,11.955434,83.953522,7.6509695,13.088651,79.260376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.69519,58065,48098,9967,,7352,28103,22977,5126,,3120,29962,25121,4841,,4232,,4120,4028,4573,4246,2890,4093,4219,4884,4573,3120,8213,8247,9457,8819,6010,,,,,,,,,115.7376022338867
Portugal,620,2011,130405,Gondomar,Metropolitan Area,PT11A,15819,24791,101572,5915,12104,49670,9904,12687,51902,11.125881,17.436104,71.438019,8.7384949,17.881783,73.379723,13.295209,17.03113,69.67366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1274.2534,168027,142182,25845,,25170,81007,67689,13318,,10858,87020,74493,12527,,14312,,9471,11199,13279,12565,10317,9285,11594,14359,13571,11372,18756,22793,27638,26136,21689,,,,,,,PT002,Porto,131.8630981445313
Portugal,620,2011,130502,Lousada,Medium Sized Areas,PT11C,2195,4093,32284,743,1902,15902,1452,2191,16382,5.6906567,10.611324,83.698021,4.0060387,10.255028,85.73893,7.2509365,10.941323,81.807739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.20309,47387,38572,8815,,5231,23077,18547,4530,,2227,24310,20025,4285,,3004,,3294,3491,3905,3442,2188,3283,3600,4167,3599,2372,6577,7091,8072,7041,4560,,,,,,,,,96.08009338378906
Portugal,620,2011,130601,Maia,Metropolitan Area,PT11A,21527,21851,69152,8669,11158,33407,12858,10693,35745,19.130011,19.417933,61.452057,16.284706,20.960289,62.755005,21.684431,18.033257,60.282314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1630.3146,135306,112530,22776,,18108,64855,53234,11621,,7833,70451,59296,11155,,10275,,7008,9698,11705,9486,7504,6823,10469,12839,10369,8521,13831,20167,24544,19855,16025,,,,,,,PT002,Porto,82.99379730224609
Portugal,620,2011,130704,Marco de Canaveses,Rural and Towns,PT11C,2550,5066,36179,906,2319,17869,1644,2747,18310,5.8225827,11.567531,82.609886,4.2950602,10.993648,84.711296,7.2419715,12.100788,80.657242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.74854,53450,43795,9655,,6959,26039,21094,4945,,2852,27411,22701,4710,,4107,,3694,3649,4444,3895,2560,3554,3757,4678,3859,2746,7248,7406,9122,7754,5306,,,,,,,,,201.8896942138672
Portugal,620,2011,130811,Matosinhos,Metropolitan Area,PT11A,27020,26279,97067,11107,13248,46330,15913,13031,50737,17.969488,17.47669,64.553825,15.713376,18.742308,65.544319,19.970884,16.353962,63.675156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2811.2598,175478,150366,25112,,28285,83444,70685,12759,,11947,92034,79681,12353,,16338,,9627,12137,12906,12681,11387,9224,12465,14439,14381,12834,18851,24602,27345,27062,24221,,,,,,,PT002,Porto,62.41970062255859
