country,ccode,year,lau,launame,urban_area_type,NUTS3CODE,ed_isced_6to8,ed_isced_3to5,ed_isced_0to2,ed_isced_6to8_m,ed_isced_3to5_m,ed_isced_0to2_m,ed_isced_6to8_f,ed_isced_3to5_f,ed_isced_0to2_f,ed_isced_6to8_pc,ed_isced_3to5_pc,ed_isced_0to2_pc,ed_isced_6to8_m_pc,ed_isced_3to5_m_pc,ed_isced_0to2_m_pc,ed_isced_6to8_f_pc,ed_isced_3to5_f_pc,ed_isced_0to2_f_pc,ed_isced_0to2_f_15to24,ed_isced_0to2_f_25to34,ed_isced_0to2_f_35to44,ed_isced_0to2_f_45to54,ed_isced_0to2_f_55to64,ed_isced_0to2_f_65plus,ed_isced_0to2_m_15to24,ed_isced_0to2_m_25to34,ed_isced_0to2_m_35to44,ed_isced_0to2_m_45to54,ed_isced_0to2_m_55to64,ed_isced_0to2_m_65plus,ed_isced_0to2_15to24,ed_isced_0to2_25to34,ed_isced_0to2_35to44,ed_isced_0to2_45to54,ed_isced_0to2_55to64,ed_isced_0to2_65plus,ed_isced_3to5_f_15to24,ed_isced_3to5_f_25to34,ed_isced_3to5_f_35to44,ed_isced_3to5_f_45to54,ed_isced_3to5_f_55to64,ed_isced_3to5_f_65plus,ed_isced_3to5_m_15to24,ed_isced_3to5_m_25to34,ed_isced_3to5_m_35to44,ed_isced_3to5_m_45to54,ed_isced_3to5_m_55to64,ed_isced_3to5_m_65plus,ed_isced_3to5_15to24,ed_isced_3to5_25to34,ed_isced_3to5_35to44,ed_isced_3to5_45to54,ed_isced_3to5_55to64,ed_isced_3to5_65plus,ed_isced_6to8_f_15to24,ed_isced_6to8_f_25to34,ed_isced_6to8_f_35to44,ed_isced_6to8_f_45to54,ed_isced_6to8_f_55to64,ed_isced_6to8_f_65plus,ed_isced_6to8_m_15to24,ed_isced_6to8_m_25to34,ed_isced_6to8_m_35to44,ed_isced_6to8_m_45to54,ed_isced_6to8_m_55to64,ed_isced_6to8_m_65plus,ed_isced_6to8_15to24,ed_isced_6to8_25to34,ed_isced_6to8_35to44,ed_isced_6to8_45to54,ed_isced_6to8_55to64,ed_isced_6to8_65plus,ed_isced_0to2_f_15to24_pc,ed_isced_3to5_f_15to24_pc,ed_isced_6to8_f_15to24_pc,ed_isced_0to2_m_15to24_pc,ed_isced_3to5_m_15to24_pc,ed_isced_6to8_m_15to24_pc,ed_isced_0to2_15to24_pc,ed_isced_3to5_15to24_pc,ed_isced_6to8_15to24_pc,ed_isced_0to2_f_25to34_pc,ed_isced_3to5_f_25to34_pc,ed_isced_6to8_f_25to34_pc,ed_isced_0to2_m_25to34_pc,ed_isced_3to5_m_25to34_pc,ed_isced_6to8_m_25to34_pc,ed_isced_0to2_25to34_pc,ed_isced_3to5_25to34_pc,ed_isced_6to8_25to34_pc,ed_isced_0to2_f_35to44_pc,ed_isced_3to5_f_35to44_pc,ed_isced_6to8_f_35to44_pc,ed_isced_0to2_m_35to44_pc,ed_isced_3to5_m_35to44_pc,ed_isced_6to8_m_35to44_pc,ed_isced_0to2_35to44_pc,ed_isced_3to5_35to44_pc,ed_isced_6to8_35to44_pc,ed_isced_0to2_f_45to54_pc,ed_isced_3to5_f_45to54_pc,ed_isced_6to8_f_45to54_pc,ed_isced_0to2_m_45to54_pc,ed_isced_3to5_m_45to54_pc,ed_isced_6to8_m_45to54_pc,ed_isced_0to2_45to54_pc,ed_isced_3to5_45to54_pc,ed_isced_6to8_45to54_pc,ed_isced_0to2_f_55to64_pc,ed_isced_3to5_f_55to64_pc,ed_isced_6to8_f_55to64_pc,ed_isced_0to2_m_55to64_pc,ed_isced_3to5_m_55to64_pc,ed_isced_6to8_m_55to64_pc,ed_isced_0to2_55to64_pc,ed_isced_3to5_55to64_pc,ed_isced_6to8_55to64_pc,ed_isced_0to2_f_65plus_pc,ed_isced_3to5_f_65plus_pc,ed_isced_6to8_f_65plus_pc,ed_isced_0to2_m_65plus_pc,ed_isced_3to5_m_65plus_pc,ed_isced_6to8_m_65plus_pc,ed_isced_0to2_65plus_pc,ed_isced_3to5_65plus_pc,ed_isced_6to8_65plus_pc,ed_isced_0to2_m_25plus,ed_isced_0to2_f_25plus,ed_isced_6to8_m_25plus,ed_isced_3to5_m_25plus,ed_isced_6to8_f_25plus,ed_isced_3to5_f_25plus,ed_isced_0to2_25plus,ed_isced_3to5_25plus,ed_isced_6to8_25plus,ed_isced_0to2_f_25plus_pc,ed_isced_3to5_f_25plus_pc,ed_isced_6to8_f_25plus_pc,ed_isced_0to2_m_25plus_pc,ed_isced_3to5_m_25plus_pc,ed_isced_6to8_m_25plus_pc,ed_isced_0to2_25plus_pc,ed_isced_3to5_25plus_pc,ed_isced_6to8_25plus_pc,ed_isced_6to8_m_45to64,ed_isced_3to5_m_45to64,ed_isced_0to2_m_45to64,ed_isced_6to8_f_45to64,ed_isced_3to5_f_45to64,ed_isced_0to2_f_45to64,ed_isced_0to2_45to64,ed_isced_3to5_45to64,ed_isced_6to8_45to64,ed_isced_0to2_m_45to64_pc,ed_isced_0to2_f_45to64_pc,ed_isced_3to5_m_45to64_pc,ed_isced_3to5_f_45to64_pc,ed_isced_6to8_m_45to64_pc,ed_isced_6to8_f_45to64_pc,ed_isced_0to2_45to64_pc,ed_isced_3to5_45to64_pc,ed_isced_6to8_45to64_pc,pop_density_km_sq,population,population_15plus,population_0to14,population_15to64,population_65plus,population_m,population_m_15plus,population_m_0to14,population_m_15to64,population_m_65plus,population_f,population_f_15plus,population_f_0to14,population_f_15to64,population_f_65plus,population_under15,population_m_15to24,population_m_25to34,population_m_35to44,population_m_45to54,population_m_55to64,population_f_15to24,population_f_25to34,population_f_35to44,population_f_45to54,population_f_55to64,population_15to24,population_25to34,population_35to44,population_45to54,population_55to64,population_m_25plus,population_f_25plus,population_25plus,population_m_45to64,population_f_45to64,population_45to64,fuacode,fuaname,area_km_sq
Portugal,620,2011,091107,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091109,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091110,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091111,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091112,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091113,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091114,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091118,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091120,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091123,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091124,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091125,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091126,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091127,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091133,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091134,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091136,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091138,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091139,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091141,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091142,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091143,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091144,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091145,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091146,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091147,Sabugal,Rural and Towns,PT16J,670,1172,9698,232,559,4594,438,613,5104,5.8058925,10.155979,84.038132,4.3082638,10.380687,85.31105,7.1161656,9.959383,82.924454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.247388,12544,11540,1004,,5154,5885,5385,500,,2103,6659,6155,504,,3051,,477,567,594,838,806,490,454,579,748,833,967,1021,1173,1586,1639,,,,,,,,,822.6983032226563
Portugal,620,2011,091205,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091207,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091208,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091209,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091210,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
Portugal,620,2011,091212,Seia,Rural and Towns,PT16J,1922,2934,17085,708,1435,8198,1214,1499,8887,8.7598562,13.372226,77.86792,6.8465333,13.876801,79.276665,10.465517,12.922414,76.612068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.696495,24702,21941,2761,,6478,11756,10341,1415,,2725,12946,11600,1346,,3753,,1288,1370,1450,1724,1784,1186,1365,1496,1888,1912,2474,2735,2946,3612,3696,,,,,,,,,435.6882934570313
